COD;DES
908;STORIA DELL'ARTE ISLAMICA V.O
909;ARCHEOL. E STORIA DELL'ARTE MEDIOEVALE V.O
910;CHIMICA DEL RESTAURO V.O
911;STORIA DELL'URBANISTICA E DELL'ARCHITETTURA V.O
912;STORIA DELLA SCENOGRAFIA V.O
913;ESTETICA III V.O
914;ANTROPOLOGIA TEOLOGICA V.O
915;ETICA GENERALE V.O
916;FILOSOFIA DELL'UOMO V.O
917;CARTOGRAFIA I V.O
918;CARTOGRAFIA II V.O
919;ANTROPOLOGIA CULTURALE III V.O
920;ARCHITETTURA TEATRALE V.O
921;ARCHITETTURA TEATRALE II V.O
922;ARCHITETTURA TEATRALE III V.O
923;CINEMATOGRAFIA DOCUMENTARIA I V.O
924;CINEMATOGRAFIA DOCUMENTARIA III V.O
925;DRAMMATURGIA I V.O
926;DRAMMATURGIA III V.O
927;DRAMMATURGIA CLASSICA V.O
928;DRAMMATURGIA CLASSICA II V.O
929;DRAMMATURGIA CLASSICA III V.O
930;ECONOMIA E TECNICA DELLE PUBBLICITA' I V.O
931;ECONOMIA E TECNICA DELLE PUBBLICITA' III V.O
932;ELEMENTI DI SCENOGRAFIA III V.O
933;ELEMENTI DI ACUSTICA E DI OTTICA I V.O
934;ELEMENTI DI ACUSTICA E DI OTTICA III V.O
935;ETNOMUSICOLOGIA V.O
936;ETNOMUSICOLOGIA III V.O
937;FILMOLOGIA V.O
938;FILMOLOGIA  III V.O
939;FONDAMENTI DI INFORMATICA I V.O
940;FONDAMENTI DI INFORMATICA III V.O
941;ICONOGRAFIA TEATRALE II V.O
942;ICONOGRAFIA TEATRALE III V.O
943;ISTITUZIONI DI REGIA I V.O
944;ISTITUZIONI DI REGIA II V.O
945;STORIA DELLE TEORICHE DEL CINEMA I V.O
946;RELIGIONI E FILOSOFIE DELL'INDIA E ESTR. OR. V.O
947;PEDAGOGIA SPECIALE III V.O
948;STORIA DELLA STAMPA E DELL'EDITORIA V.O
949;GEOGRAFIA DEL PAESAGGIO E DELL'AMBIENTE V.O
950;TEORIA DELLA COMUNICAZIONE II V.O
951;LETTERATURA SPAGNOLA MODERNA E CONTEMPOR. I V.O
952;LETTERATURA ANGLO-IRLANDESE I V.O
953;LETTERATURA SPAGNOLA MODERNA E CONTEMPOR. II V.O
954;LINGUA FRANCESE  I V.O
955;FILOLOGIA ROMANZA II V.O
956;STORIA DEL DIRITTO ITALIANO V.O
957;ANTROPOLOGIA CULTURALE  I (2 SEM) V.O
958;METODOLOGIA DELLA RICERCA SOCIALE (2 SEM) V.O
959;LINGUA E LETTERATURA LATINA (2 SEM) V.O
960;PSICOLOGIA DELL'EDUCAZIONE (1 SEM) V.O
961;PEDAGOGIA SPERIMENTALE  I (2 SEM) V.O
962;LETTERATURA PER L'INFANZIA 1 V.O
963;ISTITUZIONI DIRITTO PUB. LEG. SCOL.  I (2 S) V.O
964;TEORIA E TECN. DEL LING. RADIOTELEVISIVO V.O
965;LINGUA LATINA 3 V.O
966;LOGICA V.O
967;GLOTTODIDATTICA V.O
968;GLOTTODIDATTICA II V.O
969;LINGUA RUSSA II V.O
970;PSICOLOGIA DELLO SVILUPPO II V.O
971;MUSEOLOGIA I V.O
972;MUSEOLOGIA II V.O
973;STORIA MEDIOEVALE  I (2 SEM) V.O
974;STORIA DELLA FILOSOFIA  I (1 SEM) V.O
975;FILMOLOGIA  I V.O
976;ARCHEOLOGIA PROVINCIE ROMANE II V.O
977;GEOGRAFIA DEL PAESAGGIO E DELL'AMBIENTE II V.O
978;RETORICA E STILISTICA V.O
979;STORIA DELLA CULTURA FRANCESE II V.O
980;STORIA SOCIALE DELL'ARTE III V.O
981;STORIA DELLA FILOSOFIA ANTICA II V.O
982;FILOSOFIA DELL'EDUCAZIONE I V.O
983;FILOSOFIA DELL'EDUCAZIONE II V.O
984;LEGISLAZIONE E ORGANIZ. SERVIZI SOC. (1 SEM) V.O
985;LEGISLAZIONE E ORGANIZ. SERVIZI SOC. (2 SEM) V.O
986;STORIA DELLA MUSICA (2 SEM) V.O
987;EDUCAZIONE DEGLI ADULTI  I (1 SEM) V.O
988;TEORIA DELLA COMUNICAZIONE  I (1 SEM) V.O
989;STORIA DELL'ITALIA CONTEMPORANEA V.O
990;PSICOLOGIA GENERALE  I (1 SEM) V.O
991;PSICOLOGIA GENERALE  I (2 SEM) V.O
992;PSICOLOGIA DELL'ETA' EVOLUTIVA  I (2 SEM) V.O
993;PSICOLOGIA SOCIALE  I (2 SEM) V.O
994;STORIA DEL TEATRO NORD-AMERICANO I V.O
995;STORIA DELLA LINGUA ITALIANA III V.O
996;STORIA E ISTITUZIONI NORD-AMERICANE V.O
997;SOCIOLOGIA DELL'EDUCAZIONE  I (2 SEM) V.O
998;STATISTICA APPLICATA ALLA RIC. EDUC. (2 SEM) V.O
999;STORIA CONTEMPORANEA  I (1 SEM) V.O
1000;IDONEITA' INFORMATICA V.O
1001;FILOLOGIA ROMANZA (2 SEM) V.O
1002;LETTERATURA TEDESCA V.O
1003;METODOLOGIA DIDATTICA (1 SEM) V.O
1004;ISTITUZIONI E POLITICA SCOLASTICA (1 SEM) V.O
1005;PSICOLOGIA DELL'EDUCAZIONE (2 SEM) V.O
1006;IGIENE  I (1 SEM) V.O
1007;STORIA DELLA CULTURA ISPANICA V.O
1008;STORIA DELL'EUROPA V.O
1009;STORIA DEL LAVORO V.O
1010;GEOGRAFIA III V.O
1011;FILOLOGIA ROMANZA II V.O
1012;DIDATTICA DELLA LINGUA ITALIANA V.O
1013;LINGUISTICA ITALIANA V.O
1014;LINGUA E LETTERATURA LATINA 2 V.O
1015;STORIA DEL MEZZOGIORNO V.O
1016;ESTETICA II V.O
1017;PROVA ORALE DI LATINO V.O
1018;IGIENE  I (2 SEM) V.O
1019;LETTERATURA ISPANO-AMERICANA II V.O
1020;LETTERATURA ITALIANA DEL RINASCIMENTO II V.O
1021;LINGUA SPAGNOLA (2 SEM) V.O
1022;PUERICULTURA (2 SEM) V.O
1023;LINGUA FRANCESE (2 SEM) V.O
1024;LINGUA TEDESCA (2 SEM) V.O
1025;ISTITUZIONI DI DIRITTO PRIVATO (2 SEM) V.O
1026;LINGUA E LETTERATURA INGLESE (2 SEM) V.O
1027;CARTOGRAFIA V.O
1028;LETTERATURA BRASILIANA II V.O
1029;LETTERATURA UMANISTICA II V.O
1030;STORIA BIZANTINA II V.O
1031;BIBLIOGRAFIA E BIBLIOTECONOMIA II V.O
1032;STORIA E CRITICA DEL FILM III V.O
1033;DIALETTOLOGIA ITALIANA II V.O
1034;LINGUA E LETTERATURA FRANCESE (2 SEM) V.O
1035;PEDAGOGIA COMPARATA (2 SEM) V.O
1036;PEDAGOGIA II (2 SEM) V.O
1037;STORIA DELLA FILOSOFIA ITALIANA (2 SEM) V.O
1038;STORIA DELL'ARTE MODERNA E CONTEMPORANEA V.O
1039;STORIA GRECA III V.O
1040;STORIA DELLA MUSICA III V.O
1041;LETTERATURA ITALIANA DEL RINASCIMENTO II V.O
1042;LETTERATURE MODERNE COMPARATE II V.O
1043;STORIA DELLA CIVILTA' ARABO-ISLAMICA I V.O
1044;PSICOLOGIA  I (1 SEM) V.O
1045;STORIA DELLA CIVILTA' FRANCESE III V.O
1046;PEDAGOGIA SOCIALE I V.O
1047;STORIA MEDIOEVALE  II (1 SEM) V.O
1048;STORIA MEDIOEVALE III V.O
1049;LINGUA E LETTERATURA ITALIANA 3 V.O
1050;STORIA DELLA MUSICA II V.O
1051;STORIA MODERNA  II V.O
1052;LINGUA E LETTERATURA INGLESE (SCRITTO) V.O
1053;METODOLOGIA DELLA RICERCA EDUCATIVA (1 SEM) V.O
1054;FILOSOFIA DELLA RELIGIONE (1 SEM) V.O
1055;STORIA DELLA CHIESA II V.O
1056;PEDAGOGIA SPERIMENTALE II V.O
1057;FILOSOFIA DEL LINGUAGGIO SEMESTRALE V.O
1058;TEORIA E TECNICHE COMUNICAZ. DI MASSA (1 SEM) V.O
1059;FILOLOGIA GERMANICA II V.O
1060;LINGUA,CULTURA E ISTIT. PAESI LINGUA SPAGNOLA V.O
1061;STORIA MODERNA  III V.O
1062;LINGUISTICA RUSSA  II V.O
1063;BIBLIOGRAFIA E BIBLIOTECONOMIA II V.O
1064;DOCIMOLOGIA I V.O
1065;METODOLOGIA E DIDATTICA I V.O
1066;STORIA DELLA FILOLOGIA CLASSICA II V.O
1067;STORIA DELL'ARTE BIZANTINA V.O
1068;STATISTICA V.O
1069;LINGUA FRANCESE (IDONEITA') V.O.
1070;LINGUA SPAGNOLA (IDONEITA') V.O
1071;ANTICHITA' ED ISTITUZIONI MEDIOEVALI II V.O
1072;ARCHEOLOGIA CRISTIANA II V.O.
1073;DIDATTICA  II V.O.
1074;DIDATTICA DELL'ITALIANO II V.O.
1075;DIDATTICA DELLA FILOSOFIA II V.O.
1076;EDUCAZIONE DEGLI ADULTI II V.O.
1077;ELEMENTI DI STATISTICA V.O
1078;FILOLOGIA CLASSICA II V.O
1079;FILOLOGIA LATINA I V.O
1080;FILOLOGIA LATINA III V.O
1081;FILOSOFIA  II V.O
1082;FILOSOFIA DELLA RELIGIONE II V.O
1083;GEOGRAFIA REGIONALE III V.O
1084;LINGUA FRANCESE  II V.O
1085;NUMISMATICA GRECA E ROMANA II V.O
1086;STORIA DELLA CRITICA D'ARTE II V.O
1087;STORIA DELLA FILOSOFIA CLASSICA II V.O
1088;STORIA DELLA LETTERAT. ITALIANA E CONTEMP. II V.O
1089;STORIA DELLA LINGUA ITALIANA I V.O
1090;STORIA DELLA LINGUA ITALIANA II V.O
1091;STORIA DELL'ARTE CONTEMPORANEA II V.O
1092;STORIA DELL'ARTE ITALIANA II V.O
1093;STORIA DEL CINEMA V.O
1094;STORIA DELLE TECNICHE ARTISTICHE II V.O
1095;STORIA DELL'ILLUMINISMO II V.O
1096;STORIA ECONOMICA  II V.O
1097;PEDAGOGIA II V.O
1098;FILOSOFIA TEORETICA III V.O
1099;PROPEDEUTICA FILOSOFICA V.O
1100;PALEOGRAFIA E DIPLOMATICA III V.O
1101;STORIA DELL'ARTE I V.O
1102;STORIA DELL'ARTE II V.O
1103;STORIA DELL'ARTE DEI PAESI EUROPEI II V.O
1104;STORIA DEL LIBRO (1 SEM) V.O
1105;FISICA MEDICA (2 SEM) V.O
1106;PALETNOLOGIA V.O
1107;DIDATTICA GENERALE  I (1 SEM) V.O
1108;PEDAGOGIA SPERIMENTALE  (ANNUALE) V.O
1109;PEDAGOGIA SPERIMENTALE  II (2 SEM) V.O
1110;OLEODINAMICA E PNEUMATICA V.O
1111;STORIA DELLA LINGUA LATINA II V.O
1112;PEDAGOGIA I V.O
1113;ISTITUZIONI DI FILOSOFIA II V.O
1114;GEOGRAFIA STORICA DEL MONDO ANTICO I V.O
1115;LINGUA INGLESE (IDONEITA') V.O
1116;LINGUA TEDESCA (IDONEITA') V.O
1117;STORIA DELLE RELAZIONI INTERNAZIONALI I V.O
1118;STORIA DELL'ETA' DELL'ILLUMINISMO II V.O
1119;STORIA MEDIOEVALE II V.O
1120;PSICOLOGIA DELL'ETA' EVOLUTIVA  II V.O
1121;FILOSOFIA TEORETICA II V.O
1122;FILOSOFIA TEORETICA  II (1 SEM) V.O
1123;TEORIA DELLA COMUNICAZIONE V.O
1124;STORIA DELL'EUROPA ORIENTALE V.O
1125;FONDAMENTI DELLA COMUNICAZIONE MUSICALE II V.O
1126;STORIA DELL'ARTE E DELLO SPETTACOLO II V.O
1127;SOCIOLOGIA DELLE COMUNICAZIONI DI MASSA I V.O
1128;FILOSOFIA DEL LINGUAGGIO V.O
1129;ELEMENTI DI SCENOGRAFIA V.O
1130;ELEMENTI DI SCENOGRAFIA II V.O
1131;ICONOGRAFIA TEATRALE I V.O
1132;ISTITUZIONI DI REGIA III V.O
1133;SOCIOLOGIA DEI PROCESSI CULTURALI II (2 SEM) V.O
1134;RETI DI TELECOMUNICAZIONE V.O
1135;PROVA SCRITTA DI LINGUA TEDESCA V.O
1136;STORIA DELLE RELIGIONI II V.O
1137;LINGUA E LETTERATURA ITALIANA 2 V.O
1138;LETTERATURA ITALIANA  II V.O
1139;STORIA DELL'ORIENTE EUROPEO II V.O
1140;STORIA DEL TEATRO E DELLO SPETTACOLO III V.O
1141;STORIA DELLA CRITICA E DEL CINEMA II V.O
1142;TEORIA E TECN. DELLE COMUNIC. DI MASSA II V.O
1143;STORIA DEL CRISTIANESIMO II V.O
1144;METODOLOGIA E CRITICA DELLO SPETTACOLO II V.O
1145;STORIA DELL'ARTE GRECA E ROMANA II V.O
1146;LETTERATURA ITALIANA  III V.O
1147;LETTERATURA LATINA 2 V.O
1148;LETTERATURA ITALIANA MODERNA E CONTEMPOR. II V.O
1149;LINGUA,CULTURA E ISTIT. PAESI LINGUA INGL. V.O
1150;LINGUISTICA GENERALE II V.O
1151;PROVA SCRITTA DI LATINO V.O
1152;SOCIOLOGIA DEI PROCESSI CULTURALI II V.O
1153;STORIA CONTEMPORANEA II V.O
1154;STORIA DELLA CIVILTA' FRANCESE II V.O
1155;TEORIA E TECN. DEL LING. CINEMATOGRAFICO II V.O
1156;METODOLOGIA DELL'EDUCAZIONE MUSICALE (1 SEM) V.O
1157;METODOLOGIA DELL'EDUCAZIONE MUSICALE (2 SEM) V.O
1158;PSICOPEDAGOGIA LINGUAGGIO E COMUNIC. (1 SEM) V.O
1159;STORIA DELLA STAMPA E DELL'EDITORIA (1 SEM) V.O
1160;LETTERATURA PER L'INFANZIA  I (1 SEM) V.O
1161;LETTERATURA PER L'INFANZIA  I (2 SEM) V.O
1162;STORIA DELLA FILOSOFIA  III (1 SEM) V.O
1163;STORIA DELLA FILOSOFIA  III (2 SEM) V.O
1164;STORIA DELLA FILOSOFIA  II (2 SEM) V.O
1165;SEMIOTICA DEL TESTO I V.O
1166;SEMIOTICA DEL TESTO III V.O
1167;STORIA DEL TEATRO MEDIOEVALE E RINASC.LE III V.O
1168;TEORIA E TECN. LING. RADIOFONICO E TELEV. III V.O
1169;STORIA DEL TEATRO E DELLO SPETTACOLO V.O
1170;ARCHEOL. E STORIA DELL'ARTE GRECO-ROMANA II V.O
1171;ARCHIVISTICA I V.O
1172;ARCHIVISTICA II V.O
1173;LETTERATURA INGLE.MODER.E CONTEM.II V.O
1174;FILOSOFIA POLITICA II V.O
1175;STORIA COMPARATA DELL'ARTE DEI PAESI EUROPEI V.O.
1176;LETTERATURA LATINA (UNICO) V.O.
1177;STORIA DELL'ARTE E DELLO SPETTACOLO I V.O.
1178;BIBLIOTECONOMIA I V.O.
1179;STORIA DELLA PEDAGOGIA I V.O.
1180;MUSEOGRAFIA II V.O.
1181;LETTERATURA TEATRALE ITALIANA III V.O
1182;LETTERATURA GRECA III V.O.
1183;PEDAGOGIA GENERALE V.O.
1184;PEDAGOGIA GENERALE (II SEMESTRE) V.O.
1185;ANTROPOLOGIA CULTURALE I V.O.
1186;LINGUA E LETTERATURA CATALANA 3 (SCRITTO) V.O.
1187;LINGUA E LETTERATURA CATALANA 4 V.O.
1188;LINGUA E LETTERATURA CATALANA 4 (SCRITTO) V.O.
1189;LINGUA E LETTERATURA SPAGNOLA 1 V.O.
1190;LINGUA E LETTERATURA SPAGNOLA 1 (SCRITTO) V.O.
1191;LINGUA E LETTERATURA SPAGNOLA 2 V.O.
1192;LINGUA E LETTERATURA SPAGNOLA 3 V.O.
1193;LINGUA E LETTERATURA SPAGNOLA 3 (SCRITTO) V.O.
1194;LINGUA E LETTERATURA SPAGNOLA 4 (SCRITTO) V.O.
1195;LINGUA E LETTERATURA PORTOGHESE 1 (SCRITTO) V.O.
1196;LINGUA E LETTERATURA PORTOGHESE 2 V.O.
1197;LINGUA E LETTERATURA PORTOGHESE 3 V.O.
1198;LINGUA E LETTERATURA PORTOGHESE 4 V.O
1199;LINGUA E LETTERATURA PORTOGHESE 4 (SCRITTO) V.O
1200;LINGUA E LETTERATURA RUSSA 1 (SCRITTO) V.O
1201;LINGUA E LETTERATURA RUSSA 2 (SCRITTO) V.O
1202;LINGUA E LETTERATURA RUSSA 3 V.O
1203;LINGUA E LETTERATURA RUSSA 4 V.O
1204;LINGUA E LETTERATURA SCANDINAVA 1 V.O
1205;LINGUA E LETTERATURA SCANDINAVA 1 (SCRITTO) V.O
1206;LINGUA E LETTERATURA SCANDINAVA 2 (SCRITTO) V.O
1207;LINGUA E LETTERATURA SCANDINAVA 3 (SCRITTO) V.O
1208;LINGUA E LETTERATURA SCANDINAVA 4 V.O
1209;LINGUA E LETTERATURA TEDESCA 1 V.O
1210;LINGUA E LETTERATURA TEDESCA 2 V.O
1211;LINGUA E LETTERATURA TEDESCA 2 (SCRITTO) V.O
1212;LINGUA E LETTERATURA TEDESCA 3 (SCRITTO) V.O
1213;LINGUA E LETTERATURA TEDESCA 4 V.O
1214;SOCIOLOGIA DELL'EDUCAZIONE  II (1 SEM) V.O
1215;STORIA DELLA CULTURA TEDESCA I V.O
1216;STORIA DELLA FILOSOFIA II V.O
1217;STORIA DELLA FILOSOFIA I V.O
1218;STORIA DELLA FILOSOFIA II V.O
1219;STORIA DELLA FILOSOFIA III V.O
1220;GEOGRAFIA REGIONALE II V.O
1221;GEOGRAFIA II V.O
1222;PROVA SCRITTA DI ITALIANO I V.O
1223;PROVA SCRITTA DI ITALIANO II V.O
1224;STORIA DELLA CULTURA TEDESCA II V.O
1225;STORIA COMPARATA DELL'ARTE DEI PAESI EUROP. V.O
1226;LETTERATURA LATINA MEDIOEVALE 1 V.O
1227;LETTERATURA LATINA MEDIOEVALE 2 V.O
1228;IGIENE MENTALE I (1 SEM) V.O
1229;GRAMMATICA LATINA I V.O
1230;IGIENE MENTALE I (2 SEM) V.O
1231;STORIA DELLA LETTERAT. ITAL. MOD. E CONT. II V.O
1232;STORIA DELL'ARTE MEDIOEVALE II V.O
1233;SOCIOLOGIA DELLA LETTERATURA II V.O
1234;LINGUA E LETTERATURA INGLESE 1 (SCRITTO) V.O
1235;LINGUA E LETTERATURA INGLESE 2 V.O
1236;LINGUA E LETTERATURA INGLESE 3 V.O
1237;LINGUA E LETTERATURA INGLESE 4 V.O
1238;LINGUA E LETTERATURA INGLESE 4 (SCRITTO) V.O
1239;LINGUA E LETTERATURA FRANCESE 1 (SCRITTO) V.O
1240;LINGUA E LETTERATURA FRANCESE 2 (SCRITTO) V.O
1241;LINGUA E LETTERATURA FRANCESE 3 V.O
1242;LINGUA E LETTERATURA FRANCESE 4 V.O
1243;LINGUA E LETTERATURA CATALANA 1 V.O
1244;LINGUA E LETTERATURA CATALANA 1 (SCRITTO) V.O
1245;LINGUA E LETTERATURA CATALANA 2 (SCRITTO) V.O
1246;LINGUA E LETTERATURA CATALANA 3 V.O
1247;STORIA DELLA PEDAGOGIA ITALIANA V.O
1248;STORIA DELLE DOTTRINE MORALI V.O
1249;STORIA ORIENTALE ANTICA V.O
1250;UNA LINGUA E LETTERATURA STRANIERA MODERNA V.O.
1251;DIDATTICA  I V.O
1252;EDUCAZIONE COMPARATA V.O
1253;EDUCAZIONE DEGLI ADULTI V.O
1254;FILOLOGIA GERMANICA V.O
1255;IGIENE V.O
1256;ISTITUZIONI DI DIRITTO PUBBLICO V.O
1257;LETTERATURA ANGLO-AMERICANA V.O
1258;LETTERATURA ANGLO-CANADESE V.O
1259;LETTERATURA ISPANO-AMERICANA V.O
1260;LETTORATO DI LINGUA LATINA V.O
1261;LINGUA E LETTERATURA CATALANA V.O
1262;LINGUA E LETTERATURA INGLESE V.O
1263;LINGUA E LETTERATURA LATINA V.O
1264;LINGUA E LETTERATURA SPAGNOLA V.O
1265;LINGUA LATINA V.O
1266;LINGUE E LETTERATURE SCANDINAVE V.O
1267;LINGUISTICA RUSSA V.O
1268;METODOLOGIA E DIDATTICA V.O
1269;PEDAGOGIA COMPARATA V.O
1270;PEDAGOGIA SPECIALE V.O
1271;PSICOLOGIA DELL'EDUCAZIONE V.O
1272;PSICOLOGIA SOCIALE V.O
1273;SOCIOLINGUISTICA V.O
1274;SOCIOLOGIA DELLA LETTERATURA I V.O
1275;PEDAGOGIA GENERALE (SEM) V.O
1276;STATISTICA APPLICATA ALLA RICERCA EDUCATIVA V.O
1277;STORIA DELLA LINGUA INGLESE V.O
1278;STORIA DELLA LINGUA TEDESCA V.O
1279;STORIA DELLA SCUOLA V.O
1280;METODOLOGIA DELLA RICERCA SOCIALE II V.O
1281;TEORIA E STORIA DELLA DIDATTICA V.O
1282;LETTERATURA SPAGNOLA MODERNA E CONTEMPOR. V.O
1283;PSICOLINGUISTICA V.O
1284;PSICOLOGIA  I V.O
1285;PSICOLOGIA SCOLASTICA V.O
1286;SINTASSI E STILISTICA DELLA LINGUA ITALIANA V.O
1287;SOCIOLOGIA  I V.O
1288;SOCIOLOGIA DELL'EDUCAZIONE V.O
1289;SOCIOLOGIA DELLA LETTERATURA V.O
1290;STORIA AMERICANA V.O
1291;STORIA BIZANTINA V.O
1292;STORIA DELL'EUROPA CONTEMPORANEA V.O
1293;STORIA DEL RISORGIMENTO V.O
1294;STORIA DELLA CHIESA V.O
1295;STORIA DELLA CRITICA D'ARTE V.O.
1296;STORIA DELLA FILOLOGIA CLASSICA V.O
1297;STORIA DELLA FILOSOFIA ANTICA V.O
1298;STORIA DELLA FILOSOFIA ITALIANA V.O
1299;STORIA DELLA FILOSOFIA MODERNA E CONTEMPOR. V.O
1300;STORIA DELLA LETTERAT. ITAL. MOD. E CONT. I V.O
1301;STORIA DELLA LINGUA FRANCESE V.O
1302;STORIA DELLA LINGUA LATINA V.O
1303;STORIA DELL'ARTE ANTICA V.O
1304;STORIA DELLA SCIENZA V.O
1305;STORIA DELLE DOTTRINE ECONOMICHE V.O
1306;STORIA DELLE ESPLORAZIONI GEOGRAFICHE I V.O
1307;STORIA DELLE TECNICHE ARTISTICHE V.O
1308;STORIA ECONOMICA  I V.O
1309;STORIA E CRITICA DEL FILM V.O
1310;STORIA GRECA II V.O
1311;STORIA DELLA FILOSOFIA I V.O
1312;FILOSOFIA TEORETICA V.O
1313;ANTROPOLOGIA FILOSOFICA V.O
1314;ECONOMIA POLITICA V.O
1315;ERMENEUTICA FILOSOFICA V.O
1316;FILOSOFIA DELLA SCIENZA V.O
1317;FILOSOFIA DELLA STORIA V.O
1318;STORIA DEL PENSIERO SCIENTIFICO MOD. E CONT. V.O
1319;LINGUA E LETTERATURA ALBANESE 3 PROVA SCRITTA V.O
1320;STORIA DELLE ESPLORAZIONI GEOGRAFICHE 3 V.O
1321;LINGUA E LETTERATURA ROMENA 3 (SCRITTO) V.O
1322;LINGUA E LETTERATURA ROMENA 3 (ORALE) V.O
1323;PSICOLOGIA SCOLASTICA 2 V.O
1324;STORIA DEL LIBRO V.O
1325;ARCHIVISTICA GENERALE E STORIA DEGLI ARCHIVI V.O
1326;LETTERATURA ANGLO-IRLANDESE V.O
1327;STORIA DEL TEATRO INGLESE V.O
1328;STORIA DEL TEATRO NORD-AMERICANO V.O
1329;STORIA DELLA CULTURA FRANCESE 1 V.O
1330;STORIA ITALIANA V.O
1331;STORIA DELLE DOTTRINE TEOLOGICHE V.O
1332;STORIA DELLE TECNICHE ARTISTICHE 3 V.O
1333;LETTERATURA LATINA V.O
1334;GEOGRAFIA I V.O
1335;FILOSOFIA  I V.O
1336;STORIA GRECA I V.O
1337;GLOTTOLOGIA V.O
1338;FILOLOGIA ROMANZA V.O
1339;STORIA MODERNA  I V.O
1340;ANTICHITA' ED ISTITUZIONI MEDIOEVALI V.O
1341;ARCHEOLOGIA CRISTIANA V.O
1342;BIBLIOGRAFIA E BIBLIOTECONOMIA V.O
1343;DIDATTICA DELL'ITALIANO V.O
1344;DIDATTICA DEL LATINO V.O
1345;ESTETICA V.O
1346;ETNOLOGIA V.O
1347;FILOLOGIA LATINA V.O
1348;FILOLOGIA SLAVA V.O
1349;FILOSOFIA  I V.O
1350;FILOSOFIA DELLA RELIGIONE V.O
1351;FILOSOFIA MORALE V.O
1352;LETTERATURA CRISTIANA ANTICA V.O
1353;LETTERATURA LATINA MEDIOEVALE V.O
1354;LETTERATURA TEATRALE ITALIANA V.O
1355;LETTORATO LATINO V.O
1356;LINGUA E LETTERATURA GRECA V.O
1357;LINGUA E LETTERATURA RUSSA V.O
1358;LINGUISTICA GENERALE V.O
1359;STORIA SOCIALE DELL'ARTE 3 V.O
1360;STORIA SOCIALE DELL'ARTE 2 V.O
1361;STORIA SOCIALE 2 V.O
1362;STORIA TEDESCA V.O
1363;TECNICA E DIDATTICA LINGUAGGIO CINEMATOGRAF. V.O
1364;TECNICHE D'INDAGINE DELLA PERSONALITA' 1 V.O
1365;TECNICHE D'INDAGINE DELLA PERSONALITA' V.O
1366;TECNICHE DI RICERCA PSICOLOGICA E ANAL. DATI V.O
1367;TECNICHE EDUCATIVE E ORGANIZZ. DI COMUNITA' V.O
1368;TECNICHE PSICODIAGNOSTICHE STRUTTURATE V.O
1369;TECNICHE SPERIMENTALI DI RICERCA V.O
1370;TEORIA DELLA COMUNICAZIONE V.O
1371;TEORIA DELLA DIDATTICA 3 V.O
1372;TEORIA E TECNICA DELLE COMUNICAZ. DI MASSA 2 V.O
1373;TEORIA E TECNICA DELLE COMUNICAZ. DI MASSA 4 V.O
1374;ANTROPOLOGIA CULTURALE 3 V.O
1375;CRIMINOLOGIA V.O
1376;LINGUISTICA TEORICA V.O
1377;METODOLOGIA DELL'INSEGNAMENTO V.O
1378;PRINCIPI DI MEDICINA PSICOSOMATICA V.O
1379;PSICHIATRIA V.O
1380;LINGUA E LETTERATURA GRECA 2 V.O
1381;STORIA DEL MEZZOGIORNO 2 V.O
1382;STORIA DELLE TECNICHE ARTISTICHE 1 V.O.
1383;TEORIE DELLA PERSONALITA' V.O.
1384;SOCIOLOGIA URBANA V.O.
1385;STORIA DELLA STORIOGRAFIA V.O
1386;STORIA DELLE RELIGIONI 1 V.O
1387;ISTITUZIONI DI DIRITTO PUBBLICO (2 SEM) V.O
1388;STORIA DELLE ESPLORAZIONI GEOGRAFICHE 2 V.O
1389;PROVA SCRITTA DI ITALIANO II V.O
1390;LETTERATURA FRANCO-CANADESE I V.O
1391;LETTERATURA FRANCO-CANADESE II V.O
1392;STORIA DEI PARTITI POLITICI 2 V.O
1393;SOCIOLOGIA DELLA LETTERATURA 2 V.O
1394;ETNOLOGIA III V.O.
1395;METODOLOGIA DELLA CRITICA DELLO SPETTACOLO 2 V.O
1396;STORIA DELLA PEDAGOGIA E ISTITUZIONI SCOLAST. V.O
1397;STORIA DELLA PEDAGOGIA 2 V.O.
1398;STORIA DELLA PEDAGOGIA 3 V.O.
1399;STORIA DELLA PSICOLOGIA V.O.
1400;STORIA DELLA PSICOLOGIA 2 V.O.
1401;STORIA DELLA SCIENZA 2 V.O.
1402;STORIA DELLA SCIENZA 3 V.O.
1403;STORIA DELLA SCUOLA E ISTITUZIONI EDUCATIVE V.O.
1404;STORIA DELLA SCUOLA 2 V.O.
1405;STORIA DELLA SCUOLA 3 V.O.
1406;STORIA DELLA SOCIOLOGIA V.O.
1407;STORIA DELLA SOCIOLOGIA 3 V.O.
1408;STORIA DELLE DOTTRINE ECONOMICHE 2 V.O.
1409;STORIA DELLE DOTTRINE MORALI 2 V.O.
1410;STORIA DELLE DOTTRINE POLITICHE 2 V.O.
1411;STORIA DELLE ESPLORAZIONI DELL'ASIA V.O.
1412;STORIA DELLE ISTITUZIONI SCOLASTICHE V.O.
1413;STORIA DELLE RELAZIONI INTERNAZIONALI V.O
1414;STORIA DELLE TRADIZIONI POPOLARI 2 V.O
1415;STORIA DELLE TRADIZIONI POPOLARI 3 V.O
1416;STORIA E CRITICA DEL CINEMA 2 V.O
1417;STORIA E CRITICA DEL FILM 2 V.O
1418;STORIA E CRITICA DEL FILM 3 V.O
